Name,Rating
Matthew Tunnicliffe,1985
Ben Schoenbrun,1956
Rob Robinsky,1936
Joshua Castellano,1918
Brian Bowman,1908
Josh Sokol,1898
Chris Lipe,1893
Jason Keller,1885
Moiz Ullah Baig,1845
Brad Whitmarsh,1739
Robert Linn,1737
Tim Weiss,1726
