Name,Rating
Dave Wiegand,2134
Alec Sjöholm,2042
Conrad Bassett-Bouchard,2011
Kolton Koehler,1899
Peter Armstrong,1873
Mike Johnson,1863
Evans Clinchy,1862
Chris Tallman,1783
Travis Chaney,1592
Ruth Hamilton,1431
Betty Cornelison,1239
Keith Valentine,0
