Name,Rating
Dave Wiegand,2131
Conrad Bassett-Bouchard,2006
Kolton Koehler,1893
Peter Armstrong,1875
Travis Chaney,1614
Gunther Jacobi,1600
Betty Cornelison,1244
Keith Valentine,1000
