Name	Rating
Conrad Bassett-Bouchard	2062
Dave Wiegand	1973
Kolton Koehler	1
Evans Clinchy	1928
Peter Armstrong	1914
Christopher Grubb	1848
Becky Dyer	1773
David Whitley	1762
Puneet Sharma	1679
Mark Francillon	1622
Jennifer Clinchy	1587
Ruth Hamilton	1431
Judy Romann	1401
Rachel Grubb	1152
Betty Cornelison	1104
Lola McKissen	1
