Name,Rating
Will Anderson,2038
Ben Schoenbrun,1945
Karl Higby,1880
Jeremy Khoo,1872
Jason Keller,1863
Chris Lipe,1861
Brad Whitmarsh,1743
Mark Francillon,1618
Yukiko Loritz,1582
Jim Brennan,1566
Terry Kang,1476
BJ Premore,1471
Dan Blake,1449
Emily Brodeur,1321
Kaia,1318
Heidi Robertson,1204
Vera Bigall,1114
Scott Appel,0
