Name,Rating
Dave Wiegand,2136
Conrad Bassett-Bouchard,2022
Rob Robinsky,1956
Evan Berofsky,1949
Austin Shin,1922
Joshua Castellano,1873
Jason Keller,1869
Chris Lipe,1869
Rasheed Balogun,1853
Winter,1749
Robert Linn,1737
Erickson Smith,1736
Puneet Sharma,1645
Mohammad Sulaiman,1613
Jason Ubeika,1593
Randi Goldberg,1582
Bharath Balakrishnan,1572
Brad Whitmarsh,1555
Terry Kang,1456
Sandy Nang,1403
