Submitted On,Round,Winner,Winners Score,Opponent,Opponents Score
04/12/25 12:45 PM,1,Dave Wiegand,425,Kolton Koehler,375
04/12/25 12:54 PM,1,Jennifer Clinchy,459,Travis Chaney,406
04/12/25 12:56 PM,1,Alec Sjöholm,520,Betty Cornelison,243
04/12/25 12:58 PM,1,Conrad Bassett-Bouchard,670,Mia Yamamoto,224
04/12/25 01:07 PM,1,Ruth Hamilton,432,Gunther Jacobi,370
04/12/25 01:36 PM,2,Kolton Koehler,547,Betty Cornelison,302
04/12/25 01:44 PM,2,Dave Wiegand,587,Mia Yamamoto,365
04/12/25 01:50 PM,2,Ruth Hamilton,458,Alec Sjöholm,387
04/12/25 01:53 PM,2,Conrad Bassett-Bouchard,577,Jennifer Clinchy,390
04/12/25 02:30 PM,3,Kolton Koehler,535,Ruth Hamilton,370
04/12/25 02:32 PM,3,Travis Chaney,480,Alec Sjöholm,475
04/12/25 02:33 PM,3,Conrad Bassett-Bouchard,579,Gunther Jacobi,361
04/12/25 02:43 PM,3,Dave Wiegand,445,Jennifer Clinchy,371
04/12/25 02:44 PM,3,Betty Cornelison,463,Mia Yamamoto,294
04/12/25 03:14 PM,4,Alec Sjöholm,519,Conrad Bassett-Bouchard,384
04/12/25 03:20 PM,4,Travis Chaney,431,Kolton Koehler,403
04/12/25 03:21 PM,2,Gunther Jacobi,436,Travis Chaney,405
04/12/25 03:30 PM,4,Jennifer Clinchy,466,Betty Cornelison,427
04/12/25 03:32 PM,4,Gunther Jacobi,445,Dave Wiegand,444
04/12/25 03:35 PM,4,Ruth Hamilton,416,Mia Yamamoto,286
04/12/25 04:03 PM,5,Kolton Koehler,471,Conrad Bassett-Bouchard,451
04/12/25 04:07 PM,5,Alec Sjöholm,483,Dave Wiegand,391
04/12/25 04:18 PM,5,Ruth Hamilton,470,Jennifer Clinchy,402
04/12/25 04:19 PM,5,Travis Chaney,584,Mia Yamamoto,234
04/12/25 04:27 PM,5,Gunther Jacobi,434,Betty Cornelison,390
04/12/25 05:03 PM,6,Conrad Bassett-Bouchard,479,Ruth Hamilton,354
04/12/25 05:05 PM,6,Dave Wiegand,425,Travis Chaney,357
04/12/25 05:08 PM,6,Kolton Koehler,484,Alec Sjöholm,415
04/12/25 05:14 PM,6,Betty Cornelison,406,Mia Yamamoto,296
04/12/25 05:17 PM,6,Jennifer Clinchy,397,Gunther Jacobi,375
