"Name","Rating"
"Alec Sjöholm",2069
"Dave Wiegand",2060
"Kolton Koehler",1976
"Christopher Grubb",1900
"Peter Armstrong",1877
"Conrad Bassett-Bouchard",1870
"Chris Lipe",1815
"Erickson Smith",1811
"David Whitley",1780
"Bharath Balakrishnan",1765
"John O'Laughlin",1750
"Puneet Sharma",1707
"Zachary Dang",1648
"Travis Chaney",1641
"Eric Fox",1618
"Gunther Jacobi",1534
"Chris Cheng",1480
"Carson Ip",1462
"Randi Goldberg",1437
"Evans Clinchy",1909
