"Name","Rating"
"Alec Sjöholm",2070
"Evans Clinchy",1848
"David Whitley",1781
"Travis Chaney",1642
"Eric Fox",1619
"Carson Ip",1598
"Jennifer Clinchy",1482
"Joe Thorngren",0
"Alex Chew",0
"Luke Yu",0
