Name,Rating
Ben Schoenbrun,1974
Rob Robinsky,1953
Sammy Okosagah,1907
Matthew O'Connor,1881
Joshua Castellano,1880
Tim Weiss,1728
Robert Linn,1669
Daniel Milton,1257
