"Name","Rating"
"Dave Wiegand",2017
"Christopher Grubb",1983
"Conrad Bassett-Bouchard",1921
"Kolton Koehler",1844
"Evans Clinchy",1765
"Travis Chaney",1750
"Eric Fox",1668
"Ruth Hamilton",1355
"Betty Cornelison",1271
