Name,Rating
Wellington Jighere,2030
Joshua Castellano,1977
Wale Fashina,1896
Nsikak Etim,1886
Rob Robinsky,1882
Dennis Ikekeregor,1847
Sammy Okosagah,1769
Robert Linn,1720
