"Name","Rating"
"Joshua Castellano",2036
"Sam Rosin",1899
"Rob Robinsky",1780
"Robert Linn",1750
"Nitya Chagti",1445
"Zachary Dang",1365
"Ather Sharif",1303
"Jean-Louis Guill",0
