Name,Rating
Dave Wiegand,2132
Alec Sjöholm,2048
Conrad Bassett-Bouchard,2014
David Whitley,1889
Peter Armstrong,1873
Kolton Koehler,1856
Christopher Grubb,1824
Cecilia Le,1791
Puneet Sharma,1668
Bharath Balakrishnan,1478
Ruth Hamilton,1430
Betty Cornelison,1259
