Submitted On,Round,Winner,Winners Score,Opponent,Opponents Score
45178.28644,1,Sam Rosin,450,Wale Fashina,407
45178.28833,1,Sammy Okosagah,595,Nitya Chagti,320
45178.29155,1,Ayotunde Adeyeri,516,Robert Linn,357
45178.29347,1,Tim Weiss,443,Marty Gold,440
45178.29671,1,Joshua Castellano,511,Tijan Jeng,380
45178.32689,2,Sammy Okosagah,395,Ayotunde Adeyeri,239
45178.32747,2,Wale Fashina,585,Nitya Chagti,311
45178.32918,2,Joshua Castellano,494,Marty Gold,486
45178.3322,2,Sam Rosin,385,Tijan Jeng,380
45178.33444,2,Tim Weiss,422,Robert Linn,398
45178.37093,3,Sam Rosin,499,Marty Gold,494
45178.371,3,Tim Weiss,436,Sammy Okosagah,414
45178.37134,3,Nitya Chagti,427,Tijan Jeng,369
45178.37588,3,Joshua Castellano,554,Robert Linn,421
45178.37855,3,Ayotunde Adeyeri,467,Wale Fashina,464
45178.40689,4,Sammy Okosagah,557,Joshua Castellano,431
45178.4095,4,Wale Fashina,422,Tim Weiss,417
45178.41199,4,Marty Gold,552,Nitya Chagti,347
45178.41409,4,Tijan Jeng,387,Ayotunde Adeyeri,384
45178.41689,4,Robert Linn,405,Sam Rosin,308
45178.46587,5,Joshua Castellano,462,Wale Fashina,445
45178.46787,5,Tijan Jeng,394,Tim Weiss,386
45178.46815,5,Sam Rosin,493,Sammy Okosagah,455
45178.47242,5,Ayotunde Adeyeri,558,Marty Gold,359
45178.47503,5,Robert Linn,556,Nitya Chagti,286
45178.50488,6,Marty Gold,482,Tijan Jeng,372
45178.50666,6,Ayotunde Adeyeri,478,Sam Rosin,382
45178.50986,6,Wale Fashina,422,Sammy Okosagah,420
45178.51159,6,Robert Linn,421,Nitya Chagti,349
45178.51323,6,Joshua Castellano,539,Tim Weiss,396
45178.54223,7,Sammy Okosagah,502,Marty Gold,312
45178.54729,7,Wale Fashina,454,Robert Linn,354
45178.54993,7,Tim Weiss,515,Sam Rosin,478
45178.55578,7,Joshua Castellano,492,Ayotunde Adeyeri,322
45178.55701,7,Nitya Chagti,462,Tijan Jeng,438
45178.58089,8,Sammy Okosagah,504,Wale Fashina,417
45178.58609,8,Marty Gold,478,Tijan Jeng,387
45178.58826,8,Robert Linn,509,Sam Rosin,434
45178.59954,8,Tim Weiss,409,Ayotunde Adeyeri,379
45178.60153,8,Joshua Castellano,442,Nitya Chagti,408
