Name,Rating
Alec Sjöholm,2022
Rob Robinsky,1954
Chris Lipe,1879
Peter Armstrong,1876
Christopher Grubb,1837
Rasheed Balogun,1803
Joel Wapnick,1709
Travis Chaney,1538
