Submitted On,Round,Winner,Winners Score,Opponent,Opponents Score
44940.34951,1,Jason Keller,533,Bharath Balakrishnan,348
44940.35413,1,Austin Shin,511,Jason Ubeika,388
44940.35535,1,Rasheed Balogun,436,Terry Kang,321
44940.35588,1,Dave Wiegand,596,Robert Linn,271
44940.35653,1,Winter,374,Sandy Nang,338
44940.35692,1,Conrad Bassett-Bouchard,509,Erickson Smith,356
44940.36002,1,Brad Whitmarsh,452,Chris Lipe,412
44940.36089,1,Joshua Castellano,503,Randi Goldberg,451
44940.36137,1,Evan Berofsky,444,Mohammad Sulaiman,399
44940.36162,1,Puneet Sharma,517,Rob Robinsky,443
44940.39358,2,Jason Ubeika,433,Sandy Nang,421
44940.39459,2,Evan Berofsky,530,Erickson Smith,381
44940.39574,2,Dave Wiegand,498,Chris Lipe,406
44940.39821,2,Terry Kang,462,Brad Whitmarsh,409
44940.39822,2,Randi Goldberg,508,Rasheed Balogun,361
44940.40082,2,Joshua Castellano,402,Bharath Balakrishnan,383
44940.40102,2,Conrad Bassett-Bouchard,465,Winter,338
44940.40211,2,Jason Keller,444,Puneet Sharma,382
44940.40396,2,Rob Robinsky,479,Robert Linn,442
44940.40553,2,Mohammad Sulaiman,440,Austin Shin,410
44940.43118,3,Brad Whitmarsh,638,Winter,440
44940.4334,3,Terry Kang,531,Rob Robinsky,339
44940.43544,3,Erickson Smith,438,Jason Ubeika,369
44940.43784,3,Chris Lipe,450,Sandy Nang,310
44940.44069,3,Robert Linn,475,Bharath Balakrishnan,373
44940.44589,3,Rasheed Balogun,404,Puneet Sharma,382
44940.44633,3,Austin Shin,507,Conrad Bassett-Bouchard,448
44940.447,3,Joshua Castellano,548,Evan Berofsky,341
44940.44708,3,Dave Wiegand,451,Jason Keller,353
44940.44846,3,Mohammad Sulaiman,535,Randi Goldberg,319
44940.46469,4,Chris Lipe,505,Jason Ubeika,359
44940.4678,4,Winter,464,Terry Kang,357
44940.47235,4,Bharath Balakrishnan,514,Sandy Nang,350
44940.4831,4,Rasheed Balogun,487,Rob Robinsky,398
44940.4833,4,Dave Wiegand,527,Conrad Bassett-Bouchard,403
44940.48367,4,Jason Keller,553,Joshua Castellano,347
44940.48602,4,Erickson Smith,412,Robert Linn,366
44940.48735,4,Austin Shin,498,Puneet Sharma,418
44940.48787,4,Evan Berofsky,464,Randi Goldberg,389
44940.48962,4,Mohammad Sulaiman,460,Brad Whitmarsh,386
44940.56965,5,Terry Kang,543,Puneet Sharma,425
44940.57299,5,Erickson Smith,539,Winter,301
44940.57481,5,Chris Lipe,399,Evan Berofsky,393
44940.57645,5,Jason Keller,539,Mohammad Sulaiman,447
44940.57682,5,Bharath Balakrishnan,375,Randi Goldberg,343
44940.57767,5,Austin Shin,481,Dave Wiegand,435
44940.57784,5,Conrad Bassett-Bouchard,433,Brad Whitmarsh,341
44940.57843,5,Rasheed Balogun,417,Joshua Castellano,342
44940.57902,5,Sandy Nang,433,Robert Linn,293
44940.57909,5,Rob Robinsky,493,Jason Ubeika,379
44940.60397,6,Jason Ubeika,554,Bharath Balakrishnan,299
44940.6058,6,Conrad Bassett-Bouchard,676,Terry Kang,381
44940.61001,6,Evan Berofsky,537,Rasheed Balogun,446
44940.61076,6,Mohammad Sulaiman,512,Dave Wiegand,420
44940.61274,6,Austin Shin,497,Jason Keller,471
44940.61365,6,Puneet Sharma,518,Winter,384
44940.61663,6,Robert Linn,566,Randi Goldberg,308
44940.61734,6,Erickson Smith,450,Brad Whitmarsh,409
44940.61911,6,Joshua Castellano,503,Chris Lipe,313
