Name,Rating
Ben Schoenbrun,1981
Sam Rosin,1957
Rob Robinsky,1955
Joshua Castellano,1892
Matthew O'Connor,1811
Erickson Smith,1763
Tim Weiss,1727
Robert Linn,1710
Nitya Chagti,1227
Bye,0
