Name,Rating
Eta Karo,1939
Peter Armstrong,1810
Josh Sokol,1833
David Whitley,1657
Karl Higby,1845
Mike Johnson,1882
Becky Dyer,1725
Robert Linn,1679
Stefan Kac,1705
Fidelis Olotu,1687
Ruth Hamilton,1405
Paula Catanese,1202
Betty Cornelison,1190
Jeannie Wilson,1072
Cheryl Melvin,1066
Maureen Morris,1121
