Name,Rating
Dave Wiegand,1993
Kolton Koehler,1989
Alec Sjöholm,1973
Conrad Bassett-Bouchard,1923
Evans Clinchy,1918
Travis Chaney,1709
Ruth Hamilton,1407
Keith Valentine,1190
Betty Cornelison,1120
Mia Yamamoto,351
