Name,Rating
Dave Wiegand,2026
Alec Sjöholm,1984
Conrad Bassett-Bouchard,1925
Kolton Koehler,1859
Travis Chaney,1714
Gunther Jacobi,1702
Carson Ip,1374
Ruth Hamilton,1372
Betty Cornelison,1152
Bye,0
