"Name","Rating"
"Alec Sjöholm",2066
"Dave Wiegand",1995
"Evans Clinchy",1874
"John O'Laughlin",1896
"David Whitley",1819
"Christopher Grubb",1806
"Rob Robinsky",1750
"Carson Ip",1615
"Chris Wiegand",0
"Norman Lemoine",0
