Name,Rating
Dave Wiegand,2135
Alec Sjöholm,2027
Conrad Bassett-Bouchard,2004
Rob Robinsky,1940
Kolton Koehler,1921
Chris Lipe,1897
David Whitley,1856
Christopher Grubb,1839
Puneet Sharma,1682
Gunther Jacobi,1640
Mark Francillon,1611
Travis Chaney,1550
Bharath Balakrishnan,1523
Randi Goldberg,1514
Terry Kang,1462
Anuj Shetty,1402
Nitya Chagti,1280
Rachel Grubb,1257
Lola McKissen,1250
Eric Fox,1222
