Submitted On,Round,Winner,Winners Score,Opponent,Opponents Score
02/18/2023 10:15:01,1,Dave Wiegand,476,Betty Cornelison,416
02/18/2023 10:18:06,1,Conrad Bassett-Bouchard,492,Sandy Nang,427
02/18/2023 10:25:52,1,Alec Sjöholm,446,Rachel Grubb,347
02/18/2023 10:27:05,1,Peter Armstrong,443,Puneet Sharma,359
02/18/2023 10:28:40,1,Becky Dyer,446,Chris Lipe,441
02/18/2023 10:29:41,1,Rob Robinsky,449,Randi Goldberg,350
02/18/2023 10:30:55,1,David Whitley,486,Chris Tallman,413
02/18/2023 10:31:09,1,Jesse Matthews,405,Kate Fukawa-Connelly,397
02/18/2023 10:36:22,1,Cecilia Le,506,Christopher Grubb,464
02/18/2023 11:07:55,2,Dave Wiegand,497,Rachel Grubb,372
02/18/2023 11:17:04,2,Sandy Nang,424,Betty Cornelison,423
02/18/2023 11:17:37,2,Alec Sjöholm,437,Randi Goldberg,384
02/18/2023 11:20:27,2,Kolton Koehler,484,Jesse Matthews,360
02/18/2023 11:21:51,2,Chris Lipe,559,Cecilia Le,456
02/18/2023 11:21:59,2,Kate Fukawa-Connelly,507,Christopher Grubb,458
02/18/2023 11:26:37,2,David Whitley,475,Becky Dyer,394
02/18/2023 11:28:09,2,Rob Robinsky,427,Puneet Sharma,388
02/18/2023 11:28:12,1,Gunther Jacobi,477,Kolton Koehler,471
02/18/2023 11:33:43,2,Conrad Bassett-Bouchard,442,Chris Tallman,392
02/18/2023 11:38:14,2,Gunther Jacobi,440,Peter Armstrong,427
02/18/2023 12:13:36,3,Dave Wiegand,422,Sandy Nang,375
02/18/2023 12:16:10,3,Kate Fukawa-Connelly,424,Chris Lipe,365
02/18/2023 12:17:29,3,Christopher Grubb,479,Kolton Koehler,449
02/18/2023 12:21:26,3,Alec Sjöholm,572,Puneet Sharma,411
02/18/2023 12:26:02,3,David Whitley,468,Cecilia Le,395
02/18/2023 12:26:53,3,Betty Cornelison,424,Chris Tallman,397
02/18/2023 12:27:31,3,Rachel Grubb,398,Randi Goldberg,362
02/18/2023 12:32:08,3,Conrad Bassett-Bouchard,526,Becky Dyer,312
02/18/2023 12:34:29,3,Peter Armstrong,484,Jesse Matthews,367
02/18/2023 13:07:28,4,Kolton Koehler,474,Chris Lipe,438
02/18/2023 13:14:40,4,Dave Wiegand,606,Randi Goldberg,337
02/18/2023 13:18:38,4,Becky Dyer,481,Betty Cornelison,229
