Name,Rating
Dave Wiegand,2131
Jesse Day,2041
David Whitley,1897
Chris Lipe,1877
Evans Clinchy,1869
Rasheed Balogun,1827
Winter,1724
James Curley,1657
Randi Goldberg,1539
Sandy Nang,1408
Prashant Murti,1365
Ben Weaver,0
