Name,Rating
Dave Wiegand,2124
Alec Sjöholm,2027
Conrad Bassett-Bouchard,1996
Kolton Koehler,1916
Jesse Matthews,1801
Gunther Jacobi,1684
Travis Chaney,1556
Keith Valentine,1269
Betty Cornelison,1231
Bye,0
