Submitted On,Round,Winner,Winners Score,Opponent,Opponents Score
04/27/24 07:32 AM,1,Rob Robinsky,491,Brad Whitmarsh,403
04/27/24 07:35 AM,1,Jason Keller,475,Brian Bowman,413
04/27/24 07:36 AM,1,Robert Linn,477,Ben Schoenbrun,469
04/27/24 07:36 AM,1,Josh Sokol,553,Chris Lipe,309
04/27/24 07:36 AM,1,Matthew Tunnicliffe,484,Tim Weiss,379
04/27/24 07:40 AM,1,Joshua Castellano,607,Moiz Ullah Baig,335
04/27/24 08:21 AM,2,Moiz Ullah Baig,531,Ben Schoenbrun,422
04/27/24 08:31 AM,2,Matthew Tunnicliffe,549,Robert Linn,368
04/27/24 08:35 AM,2,Tim Weiss,478,Brad Whitmarsh,405
04/27/24 08:36 AM,2,Rob Robinsky,512,Jason Keller,453
04/27/24 08:41 AM,2,Josh Sokol,492,Brian Bowman,472
04/27/24 08:43 AM,2,Joshua Castellano,480,Chris Lipe,477
04/27/24 09:31 AM,3,Moiz Ullah Baig,410,Robert Linn,383
04/27/24 09:35 AM,3,Chris Lipe,399,Ben Schoenbrun,383
04/27/24 09:35 AM,3,Jason Keller,421,Tim Weiss,405
04/27/24 09:36 AM,3,Matthew Tunnicliffe,465,Brad Whitmarsh,455
04/27/24 09:37 AM,3,Joshua Castellano,547,Brian Bowman,358
04/27/24 09:45 AM,3,Rob Robinsky,474,Josh Sokol,435
04/27/24 10:24 AM,4,Chris Lipe,481,Robert Linn,461
04/27/24 10:27 AM,4,Jason Keller,435,Brad Whitmarsh,318
04/27/24 10:28 AM,4,Moiz Ullah Baig,414,Matthew Tunnicliffe,325
04/27/24 10:30 AM,4,Ben Schoenbrun,438,Brian Bowman,420
04/27/24 10:41 AM,4,Rob Robinsky,508,Joshua Castellano,405
04/27/24 10:44 AM,4,Tim Weiss,451,Josh Sokol,369
04/27/24 12:14 PM,5,Ben Schoenbrun,512,Rob Robinsky,365
04/27/24 12:17 PM,5,Brian Bowman,584,Robert Linn,296
04/27/24 12:21 PM,5,Joshua Castellano,467,Tim Weiss,364
04/27/24 12:22 PM,5,Matthew Tunnicliffe,464,Jason Keller,453
04/27/24 12:22 PM,5,Chris Lipe,490,Moiz Ullah Baig,373
04/27/24 12:25 PM,5,Brad Whitmarsh,409,Josh Sokol,370
04/27/24 01:08 PM,6,Tim Weiss,440,Ben Schoenbrun,328
04/27/24 01:17 PM,6,Rob Robinsky,509,Robert Linn,332
04/27/24 01:19 PM,6,Brian Bowman,509,Moiz Ullah Baig,262
04/27/24 01:26 PM,6,Brad Whitmarsh,430,Joshua Castellano,422
04/27/24 01:32 PM,6,Josh Sokol,495,Jason Keller,453
04/27/24 02:08 PM,7,Tim Weiss,460,Robert Linn,413
04/27/24 02:11 PM,7,Ben Schoenbrun,432,Brad Whitmarsh,359
04/27/24 02:12 PM,7,Moiz Ullah Baig,476,Rob Robinsky,415
