Name,Rating
Alec Sjöholm,1923
Kolton Koehler,1885
Rob Robinsky,1859
Christopher Grubb,1855
Evans Clinchy,1850
Josh Sokol,1830
Travis Chaney,1745
Gunther Jacobi,1663
Stefan Kac,1653
Carson Ip,1468
Ruth Hamilton,1404
Jennifer Clinchy,1373
Lola McKissen,1372
Eric Fox,1339
Betty Cornelison,1134
Ather Sharif,1037
