Name,Rating
Dave Wiegand,2044
Christopher Grubb,1952
Alec Sjöholm,1933
Kolton Koehler,1932
Chris Lipe,1898
Conrad Bassett-Bouchard,1874
Peter Armstrong,1805
David Whitley,1712
Travis Chaney,1677
Mark Francillon,1673
Puneet Sharma,1594
Bharath Balakrishnan,1559
Terry Kang,1521
Eric Fox,1489
Nitya Chagti,1457
Randi Goldberg,1445
Lola McKissen,1325
Joe Roberdeau,1284
Walker Willingham,1280
Betty Cornelison,1191
