Name,Rating
Sam Rosin,2054
Wale Fashina,1909
Sammy Okosagah,1906
Joshua Castellano,1890
Tim Weiss,1729
Robert Linn,1705
Marty Gold,1600
Ayotunde Adeyeri,1481
Nitya Chagti,1247
Tijan Jeng,0
